REF_DATE,GEO,DGUID,Products,Variables,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2019,Canada,2016A000011124,"Lithium, recoverable (Thousands of dollars)",Value of shipments,Thousands of dollars,284,units,0,v1277417466,1.30.4,0,,,,0
2019,Nunavut,2016A000262,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277419517,16.76.1,,..,,,0
2019,Canada,2016A000011124,"Molybdenum, concentrates (tonnes)",Quantity shipped,Tonnes,287,units,0,v1277417468,1.31.2,8589,,,,0
2019,Canada,2016A000011124,"Molybdenum, concentrates (tonnes)",Closing inventories,Tonnes,287,units,0,v1277417469,1.31.3,,x,,,0
2019,Canada,2016A000011124,"Molybdenum, concentrates (Thousands of dollars)",Value of shipments,Thousands of dollars,284,units,0,v1277417470,1.32.4,142908,,,,0
2020,Canada,2016A000011124,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277417550,1.76.1,,x,,,0
2019,Canada,2016A000011124,"Molybdenum, recoverable (tonnes)",Quantity shipped,Tonnes,287,units,0,v1277417472,1.33.2,4367,,,,0
2019,Canada,2016A000011124,"Molybdenum, recoverable (Thousands of dollars)",Value of shipments,Thousands of dollars,284,units,0,v1277417473,1.34.4,142908,,,,0
2020,Atlantic region,2016A00011,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277419798,2.76.1,,..,,,0
2019,Canada,2016A000011124,"Nickel, concentrates (tonnes)",Quantity shipped,Tonnes,287,units,0,v1277417475,1.35.2,1400999,,,,0
2019,Canada,2016A000011124,"Nickel, concentrates (tonnes)",Closing inventories,Tonnes,287,units,0,v1277417476,1.35.3,49099,,,,0
2019,Canada,2016A000011124,"Nickel, concentrates (Thousands of dollars)",Value of shipments,Thousands of dollars,284,units,0,v1277417477,1.36.4,4864576,,,,0
2020,Newfoundland and Labrador,2016A000210,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277420079,3.76.1,0,,,,0
2019,Canada,2016A000011124,"Nickel, recoverable (tonnes)",Quantity shipped,Tonnes,287,units,0,v1277417479,1.37.2,172743,,,,0
2019,Canada,2016A000011124,"Nickel, recoverable (Thousands of dollars)",Value of shipments,Thousands of dollars,284,units,0,v1277417480,1.38.4,3288404,,,,0
2020,Prince Edward Island,2016A000211,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277420360,4.76.1,0,,,,0
2019,Canada,2016A000011124,"Niobium, concentrates (kilograms)",Quantity shipped,Kilograms,192,units,0,v1277417482,1.39.2,,x,,,0
2019,Canada,2016A000011124,"Niobium, concentrates (kilograms)",Closing inventories,Kilograms,192,units,0,v1277417483,1.39.3,,x,,,0
2019,Canada,2016A000011124,"Niobium, concentrates (Thousands of dollars)",Value of shipments,Thousands of dollars,284,units,0,v1277417485,1.40.4,,x,,,0
2020,Nova Scotia,2016A000212,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277420641,5.76.1,0,,,,0
2019,Canada,2016A000011124,"Niobium, recoverable (kilograms)",Quantity shipped,Kilograms,192,units,0,v1277417487,1.41.2,,x,,,0
2019,Canada,2016A000011124,"Niobium, recoverable (Thousands of dollars)",Value of shipments,Thousands of dollars,284,units,0,v1277417488,1.42.4,,x,,,0
2020,New Brunswick,2016A000213,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277420922,6.76.1,0,,,,0
2019,Canada,2016A000011124,"Palladium, concentrates (kilograms)",Quantity shipped,Kilograms,192,units,0,v1277417490,1.43.2,36279000,,,,0
2019,Canada,2016A000011124,"Palladium, concentrates (kilograms)",Closing inventories,Kilograms,192,units,0,v1277417491,1.43.3,,x,,,0
2019,Canada,2016A000011124,"Palladium, concentrates (Thousands of dollars)",Value of shipments,Thousands of dollars,284,units,0,v1277417492,1.44.4,558614,,,,0
2020,Quebec,2016A000224,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277421203,7.76.1,0,,,,0
2019,Canada,2016A000011124,"Platinum group, recoverable (grams)",Quantity shipped,Grams,147,units,0,v1277417494,1.45.2,32566458,,,,0
2020,Ontario,2016A000235,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277421484,8.76.1,0,,,,0
2019,Canada,2016A000011124,"Iridium, recoverable (grams)",Quantity shipped,Grams,147,units,0,v1277417496,1.46.2,,x,,,0
2020,Prairies region,2016A00014,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277421765,9.76.1,,..,,,0
2019,Canada,2016A000011124,"Palladium, recoverable (grams)",Quantity shipped,Grams,147,units,0,v1277417498,1.47.2,22076964,,,,0
2020,Manitoba,2016A000246,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277417831,10.76.1,0,,,,0
2019,Canada,2016A000011124,"Platinum, recoverable (grams)",Quantity shipped,Grams,147,units,0,v1277417500,1.48.2,,x,,,0
2020,Saskatchewan,2016A000247,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277418112,11.76.1,0,,,,0
2019,Canada,2016A000011124,"Rhodium, recoverable (grams)",Quantity shipped,Grams,147,units,0,v1277417502,1.49.2,,x,,,0
2020,Alberta,2016A000248,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277418393,12.76.1,0,,,,0
2019,Canada,2016A000011124,"Ruthenium, recoverable (grams)",Quantity shipped,Grams,147,units,0,v1277417507,1.50.2,,x,,,0
2019,Canada,2016A000011124,"Platinum group, recoverable (Thousands of dollars)",Value of shipments,Thousands of dollars,284,units,0,v1277417508,1.51.4,1946378,,,,0
2019,Canada,2016A000011124,"Iridium, recoverable (Thousands of dollars)",Value of shipments,Thousands of dollars,284,units,0,v1277417509,1.52.4,,x,,,0
2019,Canada,2016A000011124,"Palladium, recoverable (Thousands of dollars)",Value of shipments,Thousands of dollars,284,units,0,v1277417510,1.53.4,1455047,,,,0
2019,Canada,2016A000011124,"Platinum, recoverable (Thousands of dollars)",Value of shipments,Thousands of dollars,284,units,0,v1277417511,1.54.4,,x,,,0
2019,Canada,2016A000011124,"Rhodium, recoverable (Thousands of dollars)",Value of shipments,Thousands of dollars,284,units,0,v1277417512,1.55.4,,x,,,0
2019,Canada,2016A000011124,"Ruthenium, recoverable (Thousands of dollars)",Value of shipments,Thousands of dollars,284,units,0,v1277417513,1.56.4,,x,,,0
2020,British Columbia,2016A000259,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277418674,13.76.1,,x,,,0
2019,Canada,2016A000011124,"Silver, concentrates (kilograms)",Quantity shipped,Kilograms,192,units,0,v1277417515,1.57.2,0,,,,0
2019,Canada,2016A000011124,"Silver, concentrates (kilograms)",Closing inventories,Kilograms,192,units,0,v1277417516,1.57.3,0,,,,0
2019,Canada,2016A000011124,"Silver, concentrates (Thousands of dollars)",Value of shipments,Thousands of dollars,284,units,0,v1277417517,1.58.4,0,,,,0
2020,Yukon,2016A000260,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277418955,14.76.1,,..,,,0
2019,Canada,2016A000011124,"Silver, recoverable (kilograms)",Quantity shipped,Kilograms,192,units,0,v1277417519,1.59.2,379827,,,,0
2019,Canada,2016A000011124,"Silver, recoverable (Thousands of dollars)",Value of shipments,Thousands of dollars,284,units,0,v1277417521,1.60.4,258383,,,,0
2020,Northwest Territories,2016A000261,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277419236,15.76.1,0,,,,0
2019,Canada,2016A000011124,"Spodumene, concentrates (kilograms)",Quantity shipped,Kilograms,192,units,0,v1277417523,1.61.2,0,,,,0
2019,Canada,2016A000011124,"Spodumene, concentrates (kilograms)",Closing inventories,Kilograms,192,units,0,v1277417524,1.61.3,0,,,,0
2019,Canada,2016A000011124,"Spodumene, concentrates (Thousands of dollars)",Value of shipments,Thousands of dollars,284,units,0,v1277417525,1.62.4,0,,,,0
2020,Nunavut,2016A000262,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277419517,16.76.1,,..,,,0
2019,Canada,2016A000011124,"Tantalum, concentrates (kilograms)",Quantity shipped,Kilograms,192,units,0,v1277417527,1.63.2,0,,,,0
2019,Canada,2016A000011124,"Tantalum, concentrates (kilograms)",Closing inventories,Kilograms,192,units,0,v1277417528,1.63.3,0,,,,0
2019,Canada,2016A000011124,"Tantalum, concentrates (Thousands of dollars)",Value of shipments,Thousands of dollars,284,units,0,v1277417529,1.64.4,0,,,,0
2021,Canada,2016A000011124,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277417550,1.76.1,,x,r,,0
2019,Canada,2016A000011124,"Titanium dioxide, recoverable (tonnes)",Quantity shipped,Tonnes,287,units,0,v1277417531,1.65.2,,x,,,0
2019,Canada,2016A000011124,"Titanium dioxide, recoverable (Thousands of dollars)",Value of shipments,Thousands of dollars,284,units,0,v1277417532,1.66.4,,x,,,0
2021,Atlantic region,2016A00011,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277419798,2.76.1,,..,,,0
2019,Canada,2016A000011124,"Uranium, concentrates (tonnes)",Quantity shipped,Tonnes,287,units,0,v1277417534,1.67.2,8250,,,,0
2019,Canada,2016A000011124,"Uranium, concentrates (tonnes)",Closing inventories,Tonnes,287,units,0,v1277417535,1.67.3,,x,,,0
2019,Canada,2016A000011124,"Uranium, concentrates (Thousands of dollars)",Value of shipments,Thousands of dollars,284,units,0,v1277417536,1.68.4,524781,,,,0
2021,Newfoundland and Labrador,2016A000210,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277420079,3.76.1,0,,r,,0
2019,Canada,2016A000011124,"Uranium, recoverable (tonnes)",Quantity shipped,Tonnes,287,units,0,v1277417538,1.69.2,6997,,,,0
2019,Canada,2016A000011124,"Uranium, recoverable (Thousands of dollars)",Value of shipments,Thousands of dollars,284,units,0,v1277417541,1.70.4,524781,,,,0
2021,Prince Edward Island,2016A000211,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277420360,4.76.1,0,,r,,0
2019,Canada,2016A000011124,"Zinc, concentrates (tonnes)",Quantity shipped,Tonnes,287,units,0,v1277417543,1.71.2,592656,,,,0
2019,Canada,2016A000011124,"Zinc, concentrates (tonnes)",Closing inventories,Tonnes,287,units,0,v1277417544,1.71.3,39220,,,,0
2019,Canada,2016A000011124,"Zinc, concentrates (Thousands of dollars)",Value of shipments,Thousands of dollars,284,units,0,v1277417545,1.72.4,1031684,,,,0
2021,Nova Scotia,2016A000212,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277420641,5.76.1,0,,r,,0
2019,Canada,2016A000011124,"Zinc, recoverable (tonnes)",Quantity shipped,Tonnes,287,units,0,v1277417547,1.73.2,263941,,,,0
2019,Canada,2016A000011124,"Zinc, recoverable (Thousands of dollars)",Value of shipments,Thousands of dollars,284,units,0,v1277417548,1.74.4,840313,,,,0
2019,Canada,2016A000011124,Non-metals (Thousands of dollars),Value of shipments,Thousands of dollars,284,units,0,v1277417549,1.75.4,9822397,,,,0
2021,New Brunswick,2016A000213,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277420922,6.76.1,0,,r,,0
2019,Canada,2016A000011124,Barite (tonnes),Quantity shipped,Tonnes,287,units,0,v1277417551,1.76.2,,x,,,0
2019,Canada,2016A000011124,Barite (tonnes),Closing inventories,Tonnes,287,units,0,v1277417552,1.76.3,,x,,,0
2019,Canada,2016A000011124,Barite (Thousands of dollars),Value of shipments,Thousands of dollars,284,units,0,v1277417553,1.77.4,,x,,,0
2021,Quebec,2016A000224,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277421203,7.76.1,0,,r,,0
2019,Canada,2016A000011124,Diamonds (carats),Quantity shipped,Carats,399,units,0,v1277417555,1.78.2,18363122,,,,0
2019,Canada,2016A000011124,Diamonds (carats),Closing inventories,Carats,399,units,0,v1277417556,1.78.3,2211706,,,,0
2019,Canada,2016A000011124,Diamonds (Thousands of dollars),Value of shipments,Thousands of dollars,284,units,0,v1277417557,1.79.4,2301989,,,,0
2021,Ontario,2016A000235,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277421484,8.76.1,0,,r,,0
2019,Canada,2016A000011124,Gemstones (kilograms),Quantity shipped,Kilograms,192,units,0,v1277417568,1.84.2,63574,,,,0
2019,Canada,2016A000011124,Gemstones (kilograms),Closing inventories,Kilograms,192,units,0,v1277417569,1.84.3,38974,,,,0
2019,Canada,2016A000011124,Gemstones (Thousands of dollars),Value of shipments,Thousands of dollars,284,units,0,v1277417570,1.85.4,1746,,,,0
2021,Prairies region,2016A00014,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277421765,9.76.1,,..,,,0
2019,Canada,2016A000011124,Graphite (tonnes),Quantity shipped,Tonnes,287,units,0,v1277417572,1.86.2,11045,,,,0
2019,Canada,2016A000011124,Graphite (tonnes),Closing inventories,Tonnes,287,units,0,v1277417573,1.86.3,,x,,,0
2019,Canada,2016A000011124,Graphite (Thousands of dollars),Value of shipments,Thousands of dollars,284,units,0,v1277417574,1.87.4,,x,,,0
2021,Manitoba,2016A000246,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277417831,10.76.1,0,,r,,0
2019,Canada,2016A000011124,Gypsum (tonnes),Quantity shipped,Tonnes,287,units,0,v1277417576,1.88.2,2451903,,,,0
2019,Canada,2016A000011124,Gypsum (tonnes),Closing inventories,Tonnes,287,units,0,v1277417577,1.88.3,194651,,,,0
2019,Canada,2016A000011124,Gypsum (Thousands of dollars),Value of shipments,Thousands of dollars,284,units,0,v1277417578,1.89.4,38361,,,,0
2021,Saskatchewan,2016A000247,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277418112,11.76.1,0,,r,,0
2019,Canada,2016A000011124,Gypsum anhydrite (tonnes),Quantity shipped,Tonnes,287,units,0,v1277417583,1.90.2,0,,,,0
2019,Canada,2016A000011124,Gypsum anhydrite (tonnes),Closing inventories,Tonnes,287,units,0,v1277417584,1.90.3,0,,,,0
2019,Canada,2016A000011124,Gypsum anhydrite (Thousands of dollars),Value of shipments,Thousands of dollars,284,units,0,v1277417585,1.91.4,0,,,,0
2021,Alberta,2016A000248,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277418393,12.76.1,0,,r,,0
2019,Canada,2016A000011124,Marl (tonnes),Quantity shipped,Tonnes,287,units,0,v1277417323,1.100.2,0,,,,0
2019,Canada,2016A000011124,Marl (tonnes),Closing inventories,Tonnes,287,units,0,v1277417324,1.100.3,0,,,,0
2019,Canada,2016A000011124,Marl (Thousands of dollars),Value of shipments,Thousands of dollars,284,units,0,v1277417325,1.101.4,0,,,,0
2021,British Columbia,2016A000259,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277418674,13.76.1,,x,r,,0
2019,Canada,2016A000011124,Mica (tonnes),Quantity shipped,Tonnes,287,units,0,v1277417327,1.102.2,,x,,,0
2019,Canada,2016A000011124,Mica (tonnes),Closing inventories,Tonnes,287,units,0,v1277417328,1.102.3,,x,,,0
2019,Canada,2016A000011124,Mica (Thousands of dollars),Value of shipments,Thousands of dollars,284,units,0,v1277417329,1.103.4,,x,,,0
2021,Yukon,2016A000260,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277418955,14.76.1,,..,,,0
2019,Canada,2016A000011124,Peat (tonnes),Quantity shipped,Tonnes,287,units,0,v1277417335,1.106.2,1422464,,,,0
2019,Canada,2016A000011124,Peat (tonnes),Closing inventories,Tonnes,287,units,0,v1277417336,1.106.3,1346991,,,,0
2019,Canada,2016A000011124,Peat (Thousands of dollars),Value of shipments,Thousands of dollars,284,units,0,v1277417337,1.107.4,352637,,,,0
2021,Northwest Territories,2016A000261,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277419236,15.76.1,0,,r,,0
2019,Canada,2016A000011124,"Potash, muriate of potash (MOP) (tonnes)",Quantity shipped,Tonnes,287,units,0,v1277417345,1.110.2,20716978,,,,0
2019,Canada,2016A000011124,"Potash, muriate of potash (MOP) (tonnes)",Closing inventories,Tonnes,287,units,0,v1277417346,1.110.3,1851598,,,,0
2021,Nunavut,2016A000262,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277419517,16.76.1,,..,,,0
2019,Canada,2016A000011124,"Potash, potassium oxide (K2O) (tonnes)",Quantity shipped,Tonnes,287,units,0,v1277417339,1.108.2,12685799,,,,0
2019,Canada,2016A000011124,"Potash, potassium oxide (K2O) (tonnes)",Closing inventories,Tonnes,287,units,0,v1277417340,1.108.3,1134672,,,,0
2019,Canada,2016A000011124,"Potash, muriate of potash (MOP) (Thousands of dollars)",Value of shipments,Thousands of dollars,284,units,0,v1277417347,1.111.4,6422081,,,,0
2022,Canada,2016A000011124,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277417550,1.76.1,,x,,,0
2019,Canada,2016A000011124,Potassium sulphate (tonnes),Quantity shipped,Tonnes,287,units,0,v1277417349,1.112.2,,x,,,0
2019,Canada,2016A000011124,Potassium sulphate (tonnes),Closing inventories,Tonnes,287,units,0,v1277417350,1.112.3,,x,,,0
2019,Canada,2016A000011124,Potassium sulphate (Thousands of dollars),Value of shipments,Thousands of dollars,284,units,0,v1277417351,1.113.4,,x,,,0
2022,Atlantic region,2016A00011,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277419798,2.76.1,,..,,,0
2019,Canada,2016A000011124,Pumice (tonnes),Quantity shipped,Tonnes,287,units,0,v1277417353,1.114.2,,x,,,0
2019,Canada,2016A000011124,Pumice (tonnes),Closing inventories,Tonnes,287,units,0,v1277417354,1.114.3,,x,,,0
2019,Canada,2016A000011124,Pumice (Thousands of dollars),Value of shipments,Thousands of dollars,284,units,0,v1277417355,1.115.4,,x,,,0
2022,Newfoundland and Labrador,2016A000210,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277420079,3.76.1,0,,,,0
2019,Canada,2016A000011124,Salt (tonnes),Quantity shipped,Tonnes,287,units,0,v1277417357,1.116.2,11797841,,,,0
2019,Canada,2016A000011124,Salt (tonnes),Closing inventories,Tonnes,287,units,0,v1277417358,1.116.3,554746,,,,0
2022,Prince Edward Island,2016A000211,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277420360,4.76.1,0,,,,0
2019,Canada,2016A000011124,"Salt, fine vaccum (tonnes)",Quantity shipped,Tonnes,287,units,0,v1277417360,1.117.2,,x,,,0
2019,Canada,2016A000011124,"Salt, fine vaccum (tonnes)",Closing inventories,Tonnes,287,units,0,v1277417361,1.117.3,,x,,,0
2022,Nova Scotia,2016A000212,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277420641,5.76.1,0,,,,0
2019,Canada,2016A000011124,"Salt, in brine (tonnes)",Quantity shipped,Tonnes,287,units,0,v1277417363,1.118.2,,x,,,0
2019,Canada,2016A000011124,"Salt, in brine (tonnes)",Closing inventories,Tonnes,287,units,0,v1277417364,1.118.3,,x,,,0
2022,New Brunswick,2016A000213,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277420922,6.76.1,0,,,,0
2019,Canada,2016A000011124,"Salt, rock (tonnes)",Quantity shipped,Tonnes,287,units,0,v1277417366,1.119.2,10857677,,,,0
2019,Canada,2016A000011124,"Salt, rock (tonnes)",Closing inventories,Tonnes,287,units,0,v1277417367,1.119.3,,x,,,0
2019,Canada,2016A000011124,Salt (Thousands of dollars),Value of shipments,Thousands of dollars,284,units,0,v1277417369,1.120.4,577942,,,,0
2019,Canada,2016A000011124,"Salt, fine vaccum (Thousands of dollars)",Value of shipments,Thousands of dollars,284,units,0,v1277417370,1.121.4,,x,,,0
2019,Canada,2016A000011124,"Salt, in brine (Thousands of dollars)",Value of shipments,Thousands of dollars,284,units,0,v1277417371,1.122.4,,x,,,0
2019,Canada,2016A000011124,"Salt, rock (Thousands of dollars)",Value of shipments,Thousands of dollars,284,units,0,v1277417372,1.123.4,447307,,,,0
2022,Quebec,2016A000224,Barite (tonnes),Quantity produced,Tonnes,287,units,0,v1277421203,7.76.1,0,,,,0
2019,Canada,2016A000011124,Serpentine (tonnes),Quantity shipped,Tonnes,287,units,0,v1277417388,1.130.2,0,,,,0
2019,Canada,2016A000011124,Serpentine (tonnes),Closing inventories,Tonnes,287,units,0,v1277417389,1.130.3,0,,,,0
2019,Canada,2016A000011124,Serpentine (Thousands of dollars),Value of shipments,Thousands of dollars,284,units,0,v1277417390,1.131.4,0,,,,0
