"Cube Title","Product Id","CANSIM Id",URL,"Cube Notes","Archive Status",Frequency,"Start Reference Period","End Reference Period","Total number of dimensions"
"Production, shipments and value of shipments of metallic and non-metallic minerals, annual","16100022",,"https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1610002201",1;2;3;7;8,"CURRENT - a cube available to the public and that is current","Annual","2019-01-01","2023-01-01","3",

"Dimension ID","Dimension name","Dimension Notes","Dimension Definitions"
"1","Geography",,""
"2","Products",,""
"3","Variables",,""

"Dimension ID","Member Name","Classification Code","Member ID","Parent Member ID",Terminated,"Member Notes","Member Definitions"
"2","Gypsum (tonnes)","","88","75","",,
"2","Gypsum (Thousands of dollars)","","89","75","",,
"2","Gypsum anhydrite (tonnes)","","90","75","",,
"2","Gypsum anhydrite (Thousands of dollars)","","91","75","",,
"2","Marl (tonnes)","","100","75","",,
"2","Marl (Thousands of dollars)","","101","75","",,
"2","Lime, quicklime (tonnes)","","93","92","",,
"2","Lime, hydrated lime (tonnes)","","94","92","",,
"2","Lime, quicklime (Thousands of dollars)","","96","95","",,
"2","Lime, hydrated lime (Thousands of dollars)","","97","95","",,
"2","Potash, potassium oxide (K2O) (tonnes)","","108","110","",,
"2","Salt, fine vaccum (tonnes)","","117","116","",,
"2","Salt, in brine (tonnes)","","118","116","",,
"2","Salt, rock (tonnes)","","119","116","",,
"2","Salt, fine vaccum (Thousands of dollars)","","121","120","",,
"2","Salt, in brine (Thousands of dollars)","","122","120","",,
"2","Salt, rock (Thousands of dollars)","","123","120","",,
"2","Gravel (natural/crushed), natural sand (tonnes)","","126","124","",,
"2","Silica sand, quartz crude, quartz milled (tonnes)","","125","124","",,
"2","Silica sand, quartz crude, quartz milled (Thousands of dollars)","","128","127","",,
"2","Gravel (natural/crushed), natural sand (Thousands of dollars)","","129","127","",,
"2","Granite (tonnes)","","137","136","",,
"2","Limestone (tonnes)","","138","136","",,
"2","Marble (tonnes)","","139","136","",,
"2","Sandstone (tonnes)","","140","136","",,
"2","Shale (tonnes)","","141","136","",,
"2","Slate (tonnes)","","142","136","",,
"2","Granite (Thousands of dollars)","","144","143","",,
"2","Limestone (Thousands of dollars)","","145","143","",,
"2","Marble (Thousands of dollars)","","146","143","",,
"2","Sandstone (Thousands of dollars)","","147","143","",,
"2","Shale (Thousands of dollars)","","148","143","",,
"2","Slate (Thousands of dollars)","","149","143","",,
"2","Sand and gravel (Thousands of dollars)","","127","154","",,
"2","Stone (tonnes)","","136","154","",,
"2","Stone (Thousands of dollars)","","143","154","",,
"2","Nepheline syenite (tonnes)","","104","154","",,
"2","Nepheline syenite (Thousands of dollars)","","105","154","",,
"2","Sand and gravel (tonnes)","","124","154","",,
"2","Clay (tonnes)","","80","154","",,
"2","Clay (Thousands of dollars)","","81","154","",,
"2","Clay products (tonnes)","","82","154","",,
"2","Clay products (Thousands of dollars)","","83","154","",,
"2","Lime (tonnes)","","92","154","",,
"2","Lime (Thousands of dollars)","","95","154","",,
"2","Magnesite (tonnes)","","98","154","",,
"2","Magnesite (Thousands of dollars)","","99","154","",,
"2","Total metals recoverable, non-metals and aggregates, clay and refractory minerals (Thousands of dollars)","","1","","",,
"3","Quantity produced","","1","","",,
"3","Quantity shipped","","2","","",,
"3","Closing inventories","","3","","",,
"3","Value of shipments","","4","","",,

Symbol Legend
Description,Symbol
"not available for a specific reference period","..",
"less than the limit of detection","<LOD",
"value rounded to 0 (zero) where there is a meaningful distinction between true zero and the value that was rounded","0s",
"data quality: excellent","A",
"data quality: very good","B",
"data quality: good","C",
"data quality: acceptable","D",
"use with caution","E",
"too unreliable to be published","F",
"not applicable","...",
"preliminary","p",
"revised","r",
"suppressed to meet the confidentiality requirements of the Statistics Act","x",
"terminated","t",

"Survey Code","Survey Name"
"5246","Annual Mineral Production Survey"

"Subject Code","Subject Name"
"16","Manufacturing"

"Note ID",Note
1,"Preliminary estimates of mineral production for the most recent year are released together with the current reference year estimates to provide early indication of the state of the mining sector in Canada. Mineral producers reporting for the Annual Mineral Production Survey provide production for the current survey year as well as their forecasted production for the following year. Therefore, revisions to preliminary estimates can show greater fluctuations than revisions to historical data."
2,"The total aggregates, clay and refractory minerals category for Quebec includes data for reference year 2019, 2020 and 2021. Quebec’s 2022 data will be available at a later date."
3,"The sum may not add up to the total due to rounding."
7,"Starting on March 2024, dollar values for all reference periods are presented in thousands of dollars."
8,"As of March 2024, region-level data has been discontinued."

"Correction ID","Correction Date","Correction Note"
