"Cube Title","Product Id","CANSIM Id",URL,"Cube Notes","Archive Status",Frequency,"Start Reference Period","End Reference Period","Total number of dimensions"
"Production and shipments of metallic minerals, monthly","16100019",,"https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1610001901",2;3,"CURRENT - a cube available to the public and that is current","Monthly","2020-01-01","2024-10-01","3",

"Dimension ID","Dimension name","Dimension Notes","Dimension Definitions"
"1","Geography",,""
"2","Products",,""
"3","Variables",,""

"Dimension ID","Member Name","Classification Code","Member ID","Parent Member ID",Terminated,"Member Notes","Member Definitions"
"2","Copper, recoverable (dollars)","","10","","",,
"2","Copper, refined (kilograms)","","11","","",,
"2","Gold and silver bullion, crude and dore (kilograms)","","12","","",1,
"2","Gold and silver bullion, crude and dore (dollars)","","13","","",1,
"2","Gold, concentrates (kilograms)","","14","","",,
"2","Gold, concentrates (dollars)","","15","","",,
"2","Gold, recoverable (kilograms)","","16","","",1,
"2","Gold, recoverable (dollars)","","17","","",1,
"2","Ilmenite, concentrates (tonnes)","","18","","",,
"2","Ilmenite, concentrates (dollars)","","19","","",,
"2","Ilmenite, recoverable (tonnes)","","20","","",,
"2","Ilmenite, recoverable (dollars)","","21","","",,
"2","Indium, refined (grams)","","22","","",,
"2","Iron, agglomerates (tonnes)","","25","","",,
"2","Iron, agglomerates (dollars)","","26","","",,
"2","Iron, concentrates (tonnes)","","27","","",,
"2","Iron, concentrates (dollars)","","28","","",,
"2","Iron, remelt (tonnes)","","29","","",,
"2","Iron, remelt (dollars)","","30","","",,
"2","Lead, concentrates (kilograms)","","31","","",,
"2","Lead, recoverable (kilograms)","","33","","",,
"2","Lead, recoverable (dollars)","","34","","",,
"2","Lead, refined from primary (kilograms)","","35","","",,
"2","Lead, refined from secondary (kilograms)","","36","","",,
"2","Lithium, recoverable (kilograms)","","37","","",,
"2","Lithium, recoverable (dollars)","","38","","",,
"2","Molybdenum, concentrates (kilograms)","","39","","",,
"2","Molybdenum, concentrates (dollars)","","40","","",,
"2","Molybdenum, recoverable (kilograms)","","41","","",,
"2","Molybdenum, recoverable (dollars)","","42","","",,
"2","Nickel, concentrates (kilograms)","","43","","",,
"2","Nickel, concentrates (dollars)","","44","","",,
"2","Nickel, recoverable (kilograms)","","45","","",,
"2","Nickel, recoverable (dollars)","","46","","",,
"2","Nickel, refined (kilograms)","","47","","",,
"2","Niobium, concentrates (kilograms)","","49","","",,
"2","Niobium, concentrates (dollars)","","50","","",,
"2","Niobium, recoverable (kilograms)","","51","","",,
"2","Niobium, recoverable (dollars)","","52","","",,
"2","Palladium, concentrates (grams)","","53","","",,
"2","Palladium, concentrates (dollars)","","54","","",,
"2","Bismuth, refined (kilograms)
","","91","","",7,
"2","Bismuth, refined (dollars)","","92","","",7,
"2","Cadmium, refined (kilograms)","","93","","",7,
"2","Cadmium, refined (dollars)","","94","","",7,
"2","Cobalt, refined (dollars)","","95","","",6,
"2","Copper, refined (dollars)","","96","","",6,
"2","Germanium, refined (kilograms)
","","97","","",7,
"2","Germanium, refined (dollars)","","98","","",7,
"2","Indium, refined (dollars)","","99","","",6,
"2","Lead, refined from primary (dollars)","","100","","",,
"2","Lead, refined from secondary (dollars)","","101","","",,
"2","Nickel, refined (dollars)","","102","","",6,
"2","Lead, concentrates (dollars)","","32","","",,
"2","Platinum group, recoverable (grams)","","103","","",,
"2","Platinum group, recoverable (dollars)","","104","","",,
"2","Platinum group, refined (grams)","","105","","",7,
"2","Platinum group, refined (dollars)","","111","","",7,
"2","Selenium, refined (dollars)","","117","","",6,
"2","Silver, refined (dollars)","","118","","",6,
"2","Tellurium, refined (dollars)","","119","","",6,
"2","Zinc, refined (dollars)","","120","","",6,
"2","Aluminum (dollars)","","88","","",6,
"3","Quantity produced","","1","","",,
"3","Quantity shipped","","2","","",,
"3","Closing inventories","","3","","",,
"3","Value of shipments","","4","","",,

Symbol Legend
Description,Symbol
"not available for a specific reference period","..",
"less than the limit of detection","<LOD",
"value rounded to 0 (zero) where there is a meaningful distinction between true zero and the value that was rounded","0s",
"data quality: excellent","A",
"data quality: very good","B",
"data quality: good","C",
"data quality: acceptable","D",
"use with caution","E",
"too unreliable to be published","F",
"not applicable","...",
"preliminary","p",
"revised","r",
"suppressed to meet the confidentiality requirements of the Statistics Act","x",
"terminated","t",

"Survey Code","Survey Name"
"5247","Monthly Mineral Production Survey"

"Subject Code","Subject Name"
"16","Manufacturing"

"Note ID",Note
1,"Estimates for placer gold are not included in the monthly gold production data. Placer gold entities will be collected as part of the Annual Mineral Production Survey."
2,"Data for Quebec is collected by the Institut de la statistique du Québec (ISQ). Therefore, in some cases data is not available for Quebec, and Quebec’s estimates may not be directly comparable to data published for the rest of Canada. Statistics Canada is working with the ISQ to harmonize the survey content, so that respondents operating in Quebec will eventually answer the same monthly questionnaire being distributed to the rest of the provinces and territories."
3,"The sum may not add up to the total due to rounding."
6,"The value for refined metals was added in January 2021.
"
7,"The following refined commodities were added to the table in January 2021: bismuth, cadmium, germanium, iridium, palladium, platinum, rhodium and ruthenium.
"

"Correction ID","Correction Date","Correction Note"
"2317","2021-04-01","On April 1, 2021, data on refined copper, lead, nickel and zinc quantity produced, shipped and in closing inventories were corrected to align with the new unit of measurement in kilograms (formerly tonnes), for the reference months of January to October 2020.",

