Entity,Code,Year,production|Zinc|Refinery|tonnes
Netherlands,NLD,2001,204794
Netherlands,NLD,2002,203460
Netherlands,NLD,2003,224000
Netherlands,NLD,2004,224000
Netherlands,NLD,2005,227500
Netherlands,NLD,2006,238274
Netherlands,NLD,2007,234000
Netherlands,NLD,2008,250000
Netherlands,NLD,2009,224000
Netherlands,NLD,2010,264000
Netherlands,NLD,2011,261000
Netherlands,NLD,2012,257000
Netherlands,NLD,2013,275000
Netherlands,NLD,2014,290000
Netherlands,NLD,2015,291000
Netherlands,NLD,2016,283000
Netherlands,NLD,2017,248000
Netherlands,NLD,2018,268000
Netherlands,NLD,2019,240000
Netherlands,NLD,2020,260000
Netherlands,NLD,2021,270700
Netherlands,NLD,2022,180100
North Korea,PRK,1970,90000
North Korea,PRK,1971,100000
North Korea,PRK,1972,120000
North Korea,PRK,1973,130000
North Korea,PRK,1974,130000
North Korea,PRK,1975,140000
North Korea,PRK,1976,135000
North Korea,PRK,1977,135000
North Korea,PRK,1978,130000
North Korea,PRK,1979,120000
North Korea,PRK,1980,105000
North Korea,PRK,1981,105000
North Korea,PRK,1982,110000
North Korea,PRK,1983,110000
North Korea,PRK,1984,130000
North Korea,PRK,1985,180000
North Korea,PRK,1986,225000
North Korea,PRK,1987,130000
North Korea,PRK,1988,160000
North Korea,PRK,1989,120000
North Korea,PRK,1990,110000
North Korea,PRK,1991,130000
North Korea,PRK,1992,120000
North Korea,PRK,1993,120000
North Korea,PRK,1994,100000
North Korea,PRK,1995,95000
North Korea,PRK,1996,90000
North Korea,PRK,1997,55000
North Korea,PRK,1998,43000
North Korea,PRK,1999,40000
North Korea,PRK,2000,37000
North Korea,PRK,2001,31000
North Korea,PRK,2002,34000
North Korea,PRK,2003,55000
North Korea,PRK,2004,65000
North Korea,PRK,2005,57000
North Korea,PRK,2006,51000
North Korea,PRK,2007,36000
North Korea,PRK,2008,41000
North Korea,PRK,2009,26000
North Korea,PRK,2010,36000
North Korea,PRK,2011,30000
North Korea,PRK,2012,32000
North Korea,PRK,2013,32000
North Korea,PRK,2014,27000
North Korea,PRK,2015,15000
North Korea,PRK,2016,15000
North Korea,PRK,2017,15000
North Korea,PRK,2018,15000
North Korea,PRK,2019,15000
North Korea,PRK,2020,15000
North Korea,PRK,2021,15000
North Korea,PRK,2022,15000
North Macedonia,MKD,1992,52728
North Macedonia,MKD,1993,51931
North Macedonia,MKD,1994,41984
North Macedonia,MKD,1995,46700
North Macedonia,MKD,1996,59200
North Macedonia,MKD,1997,53147
North Macedonia,MKD,1998,57162
North Macedonia,MKD,1999,49608
North Macedonia,MKD,2000,62922
North Macedonia,MKD,2001,59744
North Macedonia,MKD,2002,48599
North Macedonia,MKD,2003,23746
Norway,NOR,1970,61400
Norway,NOR,1971,62560
Norway,NOR,1972,73348
Norway,NOR,1973,80954
Norway,NOR,1974,72434
Norway,NOR,1975,60891
Norway,NOR,1976,64352
Norway,NOR,1977,69790
Norway,NOR,1978,71628
Norway,NOR,1979,77763
Norway,NOR,1980,79416
Norway,NOR,1981,80279
Norway,NOR,1982,72016
Norway,NOR,1983,90668
Norway,NOR,1984,94248
Norway,NOR,1985,92762
Norway,NOR,1986,90475
Norway,NOR,1987,116593
Norway,NOR,1988,122203
Norway,NOR,1989,120510
Norway,NOR,1990,124804
Norway,NOR,1991,124916
Norway,NOR,1992,130300
Norway,NOR,1993,134175
Norway,NOR,1994,136761
Norway,NOR,1995,130800
Norway,NOR,1996,135100
Norway,NOR,1997,142249
Norway,NOR,1998,137925
Norway,NOR,1999,143976
Norway,NOR,2000,138390
Norway,NOR,2001,144694
Norway,NOR,2002,144538
Norway,NOR,2003,143627
Norway,NOR,2004,140901
Norway,NOR,2005,151285
Norway,NOR,2006,160670
Norway,NOR,2007,157027
Norway,NOR,2008,145469
Norway,NOR,2009,138973
Norway,NOR,2010,148862
Norway,NOR,2011,153200
Norway,NOR,2012,152647
Norway,NOR,2013,143444
Norway,NOR,2014,165600
Norway,NOR,2015,162878
Norway,NOR,2016,170541
Norway,NOR,2017,172086
Norway,NOR,2018,190570
Norway,NOR,2019,195374
Norway,NOR,2020,191576
Norway,NOR,2021,180323
Norway,NOR,2022,181139
Peru,PER,1970,71011
Peru,PER,1971,59143
Peru,PER,1972,69810
Peru,PER,1973,69645
Peru,PER,1974,71378
Peru,PER,1975,65712
Peru,PER,1976,64680
Peru,PER,1977,66949
Peru,PER,1978,62900
Peru,PER,1979,68400
Peru,PER,1980,63829
Peru,PER,1981,126159
Peru,PER,1982,160733
Peru,PER,1983,153966
Peru,PER,1984,148372
Peru,PER,1985,162725
Peru,PER,1986,155882
Peru,PER,1987,144619
Peru,PER,1988,119739
Peru,PER,1989,137800
Peru,PER,1990,117634
Peru,PER,1991,154572
Peru,PER,1992,126399
Peru,PER,1993,168398
Peru,PER,1994,158935
Peru,PER,1995,158987
Peru,PER,1996,173139
Peru,PER,1997,171191
Peru,PER,1998,174654
Peru,PER,1999,196978
Peru,PER,2000,199813
Peru,PER,2001,204646
Peru,PER,2002,172688
Peru,PER,2003,202076
Peru,PER,2004,195692
Peru,PER,2005,163603
Peru,PER,2006,175250
Peru,PER,2007,162575
Peru,PER,2008,190324
Peru,PER,2009,149494
Peru,PER,2010,223112
Peru,PER,2011,313714
Peru,PER,2012,319280
Peru,PER,2013,346400
Peru,PER,2014,336500
Peru,PER,2015,335422
Peru,PER,2016,341518
Peru,PER,2017,312339
Peru,PER,2018,333677
Peru,PER,2019,356925
Peru,PER,2020,318619
Peru,PER,2021,340200
Peru,PER,2022,349500
Poland,POL,1970,209000
Poland,POL,1971,220000
Poland,POL,1972,228000
Poland,POL,1973,235000
Poland,POL,1974,233000
Poland,POL,1975,243000
Poland,POL,1976,237000
Poland,POL,1977,228200
Poland,POL,1978,222041
Poland,POL,1979,209246
Poland,POL,1980,217485
Poland,POL,1981,167118
Poland,POL,1982,165352
Poland,POL,1983,170300
Poland,POL,1984,176000
Poland,POL,1985,180000
Poland,POL,1986,179200
Poland,POL,1987,176500
Poland,POL,1988,173566
Poland,POL,1989,163727
Poland,POL,1990,132131
Poland,POL,1991,126067
Poland,POL,1992,134594
Poland,POL,1993,149107
Poland,POL,1994,154400
Poland,POL,1995,162700
Poland,POL,1996,163100
Poland,POL,1997,170600
Poland,POL,1998,174800
Poland,POL,1999,178900
Poland,POL,2000,173000
Poland,POL,2001,174700
Poland,POL,2002,158900
Poland,POL,2003,154200
Poland,POL,2004,155500
Poland,POL,2005,137300
Poland,POL,2006,133900
Poland,POL,2007,141900
Poland,POL,2008,142600
Poland,POL,2009,139100
Poland,POL,2010,135100
Poland,POL,2011,144100
Poland,POL,2012,138300
Poland,POL,2013,146300
Poland,POL,2014,154000
Poland,POL,2015,161500
Poland,POL,2016,161200
Poland,POL,2017,162247
Poland,POL,2018,159739
Poland,POL,2019,159436
Poland,POL,2020,160300
Poland,POL,2021,164700
Poland,POL,2022,161900
Portugal,PRT,1980,2000
Portugal,PRT,1981,4600
Portugal,PRT,1982,4200
Portugal,PRT,1983,3800
Portugal,PRT,1984,6400
Portugal,PRT,1985,5900
Portugal,PRT,1986,5700
Portugal,PRT,1987,5800
Portugal,PRT,1988,5500
Portugal,PRT,1989,5000
Portugal,PRT,1990,5500
Portugal,PRT,1991,2100
Portugal,PRT,1992,2200
Portugal,PRT,1993,3500
Portugal,PRT,1994,4000
Portugal,PRT,1995,4000
Portugal,PRT,1996,3600
Portugal,PRT,1997,3600
Portugal,PRT,1998,4000
Portugal,PRT,1999,4000
Portugal,PRT,2000,4000
Romania,ROU,1970,60000
Romania,ROU,1971,60000
Romania,ROU,1972,60000
Romania,ROU,1973,65000
Romania,ROU,1974,50000
Romania,ROU,1975,48696
Romania,ROU,1976,53370
Romania,ROU,1977,51860
Romania,ROU,1978,49790
Romania,ROU,1979,46486
Romania,ROU,1980,45906
Romania,ROU,1981,45217
Romania,ROU,1982,44000
Romania,ROU,1983,42000
Romania,ROU,1984,47800
Romania,ROU,1985,35420
Romania,ROU,1986,46418
Romania,ROU,1987,45960
Romania,ROU,1988,39631
Romania,ROU,1989,29849
Romania,ROU,1990,11500
Romania,ROU,1991,8700
Romania,ROU,1992,13400
Romania,ROU,1993,14700
Romania,ROU,1994,21600
Romania,ROU,1995,28300
Romania,ROU,1996,28182
Romania,ROU,1997,30226
Romania,ROU,1998,29326
Romania,ROU,1999,28695
Romania,ROU,2000,51929
Romania,ROU,2001,48000
Romania,ROU,2002,38000
Romania,ROU,2003,51000
Romania,ROU,2004,52746
Romania,ROU,2005,56795
Romania,ROU,2006,43705
Romania,ROU,2007,58342
Romania,ROU,2008,61978
Romania,ROU,2009,1000
Russia,RUS,1992,186400
Russia,RUS,1993,204000
Russia,RUS,1994,138000
Russia,RUS,1995,166400
Russia,RUS,1996,175000
Russia,RUS,1997,190000
Russia,RUS,1998,196000
Russia,RUS,1999,231310
Russia,RUS,2000,241025
Russia,RUS,2001,249000
Russia,RUS,2002,257000
Russia,RUS,2003,253000
Russia,RUS,2004,239000
Russia,RUS,2005,211000
Russia,RUS,2006,248000
Russia,RUS,2007,263000
Russia,RUS,2008,263000
Russia,RUS,2009,208000
Russia,RUS,2010,241000
Russia,RUS,2011,249000
Russia,RUS,2012,250000
Russia,RUS,2013,216000
Russia,RUS,2014,223000
Russia,RUS,2015,229600
Russia,RUS,2016,247300
Russia,RUS,2017,256700
Russia,RUS,2018,254600
Russia,RUS,2019,206700
Russia,RUS,2020,211800
Russia,RUS,2021,197200
Russia,RUS,2022,195000
Serbia,SRB,2006,15000
Serbia,SRB,2007,2000
Serbia and Montenegro,OWID_SRM,1992,14182
Serbia and Montenegro,OWID_SRM,1993,6985
Serbia and Montenegro,OWID_SRM,1994,3895
Serbia and Montenegro,OWID_SRM,1995,5976
Serbia and Montenegro,OWID_SRM,1996,29954
Serbia and Montenegro,OWID_SRM,1997,29454
Serbia and Montenegro,OWID_SRM,1998,13600
Serbia and Montenegro,OWID_SRM,1999,700
Serbia and Montenegro,OWID_SRM,2000,8300
Serbia and Montenegro,OWID_SRM,2001,13467
Serbia and Montenegro,OWID_SRM,2002,1478
Serbia and Montenegro,OWID_SRM,2003,62
Serbia and Montenegro,OWID_SRM,2004,3664
Serbia and Montenegro,OWID_SRM,2005,18000
South Africa,ZAF,1970,27100
South Africa,ZAF,1971,42400
South Africa,ZAF,1972,47200
South Africa,ZAF,1973,53100
South Africa,ZAF,1974,65400
South Africa,ZAF,1975,63723
South Africa,ZAF,1976,66299
South Africa,ZAF,1977,76000
South Africa,ZAF,1978,79100
South Africa,ZAF,1979,75400
South Africa,ZAF,1980,81400
South Africa,ZAF,1981,80940
South Africa,ZAF,1982,79700
South Africa,ZAF,1983,82426
South Africa,ZAF,1984,90303
South Africa,ZAF,1985,93704
South Africa,ZAF,1986,80803
South Africa,ZAF,1987,96051
South Africa,ZAF,1988,85193
South Africa,ZAF,1989,84997
South Africa,ZAF,1990,92300
South Africa,ZAF,1991,91500
South Africa,ZAF,1992,83200
South Africa,ZAF,1993,96200
South Africa,ZAF,1994,92800
South Africa,ZAF,1995,98700
South Africa,ZAF,1996,101100
South Africa,ZAF,1997,108463
South Africa,ZAF,1998,106662
South Africa,ZAF,1999,108000
South Africa,ZAF,2000,103250
South Africa,ZAF,2001,109000
South Africa,ZAF,2002,111000
South Africa,ZAF,2003,112000
South Africa,ZAF,2004,105000
South Africa,ZAF,2005,104000
South Africa,ZAF,2006,90000
South Africa,ZAF,2007,101000
South Africa,ZAF,2008,82000
South Africa,ZAF,2009,87000
South Africa,ZAF,2010,90000
South Africa,ZAF,2011,73000
South Africa,ZAF,2012,0
South Korea,KOR,1970,2300
South Korea,KOR,1971,9200
South Korea,KOR,1972,10502
South Korea,KOR,1973,12590
South Korea,KOR,1974,11548
South Korea,KOR,1975,20937
South Korea,KOR,1976,27548
South Korea,KOR,1977,32756
South Korea,KOR,1978,58970
South Korea,KOR,1979,83014
South Korea,KOR,1980,79150
South Korea,KOR,1981,83915
South Korea,KOR,1982,99211
South Korea,KOR,1983,107860
South Korea,KOR,1984,108460
South Korea,KOR,1985,110961
South Korea,KOR,1986,127229
South Korea,KOR,1987,186016
South Korea,KOR,1988,225987
South Korea,KOR,1989,241743
South Korea,KOR,1990,257043
South Korea,KOR,1991,285830
South Korea,KOR,1992,255929
South Korea,KOR,1993,276384
South Korea,KOR,1994,271875
South Korea,KOR,1995,279335
South Korea,KOR,1996,286604
South Korea,KOR,1997,335488
South Korea,KOR,1998,388584
South Korea,KOR,1999,425965
South Korea,KOR,2000,474829
South Korea,KOR,2001,503315
South Korea,KOR,2002,605990
South Korea,KOR,2003,644218
South Korea,KOR,2004,669171
South Korea,KOR,2005,646817
South Korea,KOR,2006,667000
South Korea,KOR,2007,691000
South Korea,KOR,2008,738000
South Korea,KOR,2009,722000
South Korea,KOR,2010,750000
South Korea,KOR,2011,828735
South Korea,KOR,2012,881100
South Korea,KOR,2013,886000
South Korea,KOR,2014,901000
South Korea,KOR,2015,940195
South Korea,KOR,2016,1009116
South Korea,KOR,2017,961904
South Korea,KOR,2018,1008957
South Korea,KOR,2019,973000
South Korea,KOR,2020,994047
South Korea,KOR,2021,960000
South Korea,KOR,2022,980000
Spain,ESP,1970,89100
Spain,ESP,1971,89309
Spain,ESP,1972,99179
Spain,ESP,1973,106951
Spain,ESP,1974,130006
Spain,ESP,1975,138045
Spain,ESP,1976,161136
Spain,ESP,1977,154600
Spain,ESP,1978,177000
Spain,ESP,1979,186000
Spain,ESP,1980,151700
Spain,ESP,1981,179500
Spain,ESP,1982,181800
Spain,ESP,1983,189900
Spain,ESP,1984,207400
Spain,ESP,1985,213300
Spain,ESP,1986,199300
Spain,ESP,1987,213600
Spain,ESP,1988,245400
Spain,ESP,1989,246400
Spain,ESP,1990,252700
Spain,ESP,1991,262200
Spain,ESP,1992,351900
Spain,ESP,1993,341600
Spain,ESP,1994,298700
Spain,ESP,1995,358200
Spain,ESP,1996,360800
Spain,ESP,1997,378000
Spain,ESP,1998,385000
Spain,ESP,1999,383000
Spain,ESP,2000,391000
Spain,ESP,2001,437000
Spain,ESP,2002,503000
Spain,ESP,2003,519000
Spain,ESP,2004,525000
Spain,ESP,2005,501400
Spain,ESP,2006,507300
Spain,ESP,2007,509000
Spain,ESP,2008,466000
Spain,ESP,2009,515000
Spain,ESP,2010,517100
Spain,ESP,2011,490000
Spain,ESP,2012,483000
Spain,ESP,2013,481000
Spain,ESP,2014,498000
Spain,ESP,2015,498000
Spain,ESP,2016,500000
Spain,ESP,2017,507000
Spain,ESP,2018,511000
Spain,ESP,2019,507900
Spain,ESP,2020,504100
Spain,ESP,2021,508800
Spain,ESP,2022,505000
Thailand,THA,1981,0
Thailand,THA,1982,0
Thailand,THA,1983,0
Thailand,THA,1984,4000
Thailand,THA,1985,62108
Thailand,THA,1986,58552
Thailand,THA,1987,66868
Thailand,THA,1988,64694
Thailand,THA,1989,62674
Thailand,THA,1990,63257
Thailand,THA,1991,62435
Thailand,THA,1992,69550
Thailand,THA,1993,75000
Thailand,THA,1994,71099
Thailand,THA,1995,56852
Thailand,THA,1996,72380
Thailand,THA,1997,84054
Thailand,THA,1998,90980
Thailand,THA,1999,97292
Thailand,THA,2000,101142
Thailand,THA,2001,104300
Thailand,THA,2002,104900
Thailand,THA,2003,113700
Thailand,THA,2004,115500
Thailand,THA,2005,104500
Thailand,THA,2006,94779
Thailand,THA,2007,99337
Thailand,THA,2008,107753
Thailand,THA,2009,104695
Thailand,THA,2010,95219
Thailand,THA,2011,98370
Thailand,THA,2012,101263
Thailand,THA,2013,76576
Thailand,THA,2014,65694
Thailand,THA,2015,74121
Thailand,THA,2016,72813
Thailand,THA,2017,30018
Turkey,TUR,1976,2300
Turkey,TUR,1977,16100
Turkey,TUR,1978,17300
Turkey,TUR,1979,17200
Turkey,TUR,1980,12600
Turkey,TUR,1981,18100
Turkey,TUR,1982,14900
Turkey,TUR,1983,14300
Turkey,TUR,1984,19900
Turkey,TUR,1985,22200
Turkey,TUR,1986,15400
Turkey,TUR,1987,20200
Turkey,TUR,1988,22500
Turkey,TUR,1989,24200
Turkey,TUR,1990,20100
Turkey,TUR,1991,17400
Turkey,TUR,1992,18800
Turkey,TUR,1993,18500
Turkey,TUR,1994,19600
Turkey,TUR,1995,18900
Turkey,TUR,1996,23700
Turkey,TUR,1997,37458
Turkey,TUR,1998,35800
Turkey,TUR,1999,27000
USSR,OWID_USS,1970,570000
USSR,OWID_USS,1971,635000
USSR,OWID_USS,1972,650000
USSR,OWID_USS,1973,940000
USSR,OWID_USS,1974,980000
USSR,OWID_USS,1975,1030000
USSR,OWID_USS,1976,1000000
USSR,OWID_USS,1977,1020000
USSR,OWID_USS,1978,1055000
USSR,OWID_USS,1979,1085000
USSR,OWID_USS,1980,1060000
USSR,OWID_USS,1981,1060000
USSR,OWID_USS,1982,1050000
USSR,OWID_USS,1983,1060000
USSR,OWID_USS,1984,1050000
USSR,OWID_USS,1985,1050000
USSR,OWID_USS,1986,1065000
USSR,OWID_USS,1987,1020000
USSR,OWID_USS,1988,710000
USSR,OWID_USS,1989,690000
USSR,OWID_USS,1990,640000
USSR,OWID_USS,1991,540000
Ukraine,UKR,1992,13000
Ukraine,UKR,1993,15000
Ukraine,UKR,1994,14000
Ukraine,UKR,1995,5000
Ukraine,UKR,1996,2000
Ukraine,UKR,1997,2000
Ukraine,UKR,2006,1700
Ukraine,UKR,2007,2600
Ukraine,UKR,2008,3800
Ukraine,UKR,2009,8800
Ukraine,UKR,2010,7600
Ukraine,UKR,2011,6600
Ukraine,UKR,2012,7000
Ukraine,UKR,2013,3900
Ukraine,UKR,2014,8100
Ukraine,UKR,2015,700
Ukraine,UKR,2016,100
Ukraine,UKR,2017,0
United Kingdom,GBR,1970,146597
United Kingdom,GBR,1971,116464
United Kingdom,GBR,1972,73800
United Kingdom,GBR,1973,83800
United Kingdom,GBR,1974,84351
United Kingdom,GBR,1975,53442
United Kingdom,GBR,1976,41583
United Kingdom,GBR,1977,81481
United Kingdom,GBR,1978,73575
United Kingdom,GBR,1979,76686
United Kingdom,GBR,1980,86682
United Kingdom,GBR,1981,81651
United Kingdom,GBR,1982,79278
United Kingdom,GBR,1983,87651
United Kingdom,GBR,1984,85604
United Kingdom,GBR,1985,74278
United Kingdom,GBR,1986,85902
United Kingdom,GBR,1987,81360
United Kingdom,GBR,1988,76028
United Kingdom,GBR,1989,79773
United Kingdom,GBR,1990,93309
United Kingdom,GBR,1991,100651
United Kingdom,GBR,1992,96813
United Kingdom,GBR,1993,102391
United Kingdom,GBR,1994,101300
United Kingdom,GBR,1995,105998
United Kingdom,GBR,1996,96867
United Kingdom,GBR,1997,107704
United Kingdom,GBR,1998,99600
United Kingdom,GBR,1999,132800
United Kingdom,GBR,2000,99600
United Kingdom,GBR,2001,99600
United Kingdom,GBR,2002,99600
United Kingdom,GBR,2003,16600
United Kingdom,GBR,2004,0
United States,USA,1970,866332
United States,USA,1971,768709
United States,USA,1972,574411
United States,USA,1973,529323
United States,USA,1974,503658
United States,USA,1975,397393
United States,USA,1976,452554
United States,USA,1977,408365
United States,USA,1978,406698
United States,USA,1979,472481
United States,USA,1980,369852
United States,USA,1981,396755
United States,USA,1982,302464
United States,USA,1983,305084
United States,USA,1984,331245
United States,USA,1985,333774
United States,USA,1986,316281
United States,USA,1987,343934
United States,USA,1988,329786
United States,USA,1989,358209
United States,USA,1990,358412
United States,USA,1991,375733
United States,USA,1992,399490
United States,USA,1993,381754
United States,USA,1994,356000
United States,USA,1995,362800
United States,USA,1996,366000
United States,USA,1997,367100
United States,USA,1998,367600
United States,USA,1999,371300
United States,USA,2000,370700
United States,USA,2001,310700
United States,USA,2002,294400
United States,USA,2003,302600
United States,USA,2004,306000
United States,USA,2005,309000
United States,USA,2006,268900
United States,USA,2007,278000
United States,USA,2008,286000
United States,USA,2009,203000
United States,USA,2010,248700
United States,USA,2011,247600
United States,USA,2012,261400
United States,USA,2013,233100
United States,USA,2014,180000
United States,USA,2015,172300
United States,USA,2016,126000
United States,USA,2017,132000
United States,USA,2018,116000
United States,USA,2019,115000
United States,USA,2020,180000
United States,USA,2021,220000
United States,USA,2022,220000
Uzbekistan,UZB,1992,80000
Uzbekistan,UZB,1993,70000
Uzbekistan,UZB,1994,40000
Uzbekistan,UZB,1995,70000
Uzbekistan,UZB,1996,45000
Uzbekistan,UZB,1997,53000
Uzbekistan,UZB,1998,52000
Uzbekistan,UZB,1999,53000
Uzbekistan,UZB,2000,72500
Uzbekistan,UZB,2001,80100
Uzbekistan,UZB,2002,78900
Uzbekistan,UZB,2003,58100
Uzbekistan,UZB,2004,58000
Uzbekistan,UZB,2005,42000
Uzbekistan,UZB,2006,46000
Uzbekistan,UZB,2007,71800
Uzbekistan,UZB,2008,70400
Uzbekistan,UZB,2009,19000
Uzbekistan,UZB,2010,50000
Uzbekistan,UZB,2011,65000
Uzbekistan,UZB,2012,61100
Uzbekistan,UZB,2013,52000
Uzbekistan,UZB,2014,72000
Uzbekistan,UZB,2015,55000
Uzbekistan,UZB,2016,68000
Uzbekistan,UZB,2017,70000
Uzbekistan,UZB,2018,70458
Uzbekistan,UZB,2019,67844
Uzbekistan,UZB,2020,72993
Uzbekistan,UZB,2021,90020
Uzbekistan,UZB,2022,90000
Vietnam,VNM,1977,10000
Vietnam,VNM,1978,10000
Vietnam,VNM,1979,10000
Vietnam,VNM,1980,10000
Vietnam,VNM,1981,10000
Vietnam,VNM,1982,10000
Vietnam,VNM,1983,10000
Vietnam,VNM,1984,10000
Vietnam,VNM,1985,10000
Vietnam,VNM,1986,10000
Vietnam,VNM,2002,0
Vietnam,VNM,2003,0
Vietnam,VNM,2004,0
Vietnam,VNM,2005,7000
Vietnam,VNM,2006,10000
Vietnam,VNM,2007,10000
Vietnam,VNM,2008,16000
Vietnam,VNM,2009,17000
Vietnam,VNM,2010,16000
Vietnam,VNM,2011,18000
Vietnam,VNM,2012,18000
Vietnam,VNM,2013,12000
Vietnam,VNM,2014,10800
Vietnam,VNM,2015,10500
Vietnam,VNM,2016,10800
Vietnam,VNM,2017,10900
Vietnam,VNM,2018,10000
Vietnam,VNM,2019,10000
Vietnam,VNM,2020,10000
Vietnam,VNM,2021,10000
Vietnam,VNM,2022,10000
West Germany,OWID_GFR,1970,301200
West Germany,OWID_GFR,1971,262600
West Germany,OWID_GFR,1972,358671
West Germany,OWID_GFR,1973,395019
West Germany,OWID_GFR,1974,400049
West Germany,OWID_GFR,1975,294725
West Germany,OWID_GFR,1976,304754
West Germany,OWID_GFR,1977,354780
West Germany,OWID_GFR,1978,306836
West Germany,OWID_GFR,1979,355500
West Germany,OWID_GFR,1980,365200
West Germany,OWID_GFR,1981,366100
West Germany,OWID_GFR,1982,333600
West Germany,OWID_GFR,1983,356300
West Germany,OWID_GFR,1984,356300
West Germany,OWID_GFR,1985,366900
West Germany,OWID_GFR,1986,371800
West Germany,OWID_GFR,1987,380100
West Germany,OWID_GFR,1988,356300
West Germany,OWID_GFR,1989,353500
West Germany,OWID_GFR,1990,337600
Yugoslavia,OWID_YGS,1970,65022
Yugoslavia,OWID_YGS,1971,53109
Yugoslavia,OWID_YGS,1972,48641
Yugoslavia,OWID_YGS,1973,63120
Yugoslavia,OWID_YGS,1974,79681
Yugoslavia,OWID_YGS,1975,89062
Yugoslavia,OWID_YGS,1976,95469
Yugoslavia,OWID_YGS,1977,98845
Yugoslavia,OWID_YGS,1978,95232
Yugoslavia,OWID_YGS,1979,98906
Yugoslavia,OWID_YGS,1980,84537
Yugoslavia,OWID_YGS,1981,96370
Yugoslavia,OWID_YGS,1982,86767
Yugoslavia,OWID_YGS,1983,88049
Yugoslavia,OWID_YGS,1984,92649
Yugoslavia,OWID_YGS,1985,83398
Yugoslavia,OWID_YGS,1986,89286
Yugoslavia,OWID_YGS,1987,118067
Yugoslavia,OWID_YGS,1988,127524
Yugoslavia,OWID_YGS,1989,119394
Yugoslavia,OWID_YGS,1990,113705
Yugoslavia,OWID_YGS,1991,87372
Zambia,ZMB,1970,53456
Zambia,ZMB,1971,57066
Zambia,ZMB,1972,55983
Zambia,ZMB,1973,53500
Zambia,ZMB,1974,58358
Zambia,ZMB,1975,46922
Zambia,ZMB,1976,37052
Zambia,ZMB,1977,40114
Zambia,ZMB,1978,42493
Zambia,ZMB,1979,38163
Zambia,ZMB,1980,33970
Zambia,ZMB,1981,33298
Zambia,ZMB,1982,39186
Zambia,ZMB,1983,37882
Zambia,ZMB,1984,29177
Zambia,ZMB,1985,22766
Zambia,ZMB,1986,22493
Zambia,ZMB,1987,21025
Zambia,ZMB,1988,20220
Zambia,ZMB,1989,12900
Zambia,ZMB,1990,10800
Zambia,ZMB,1991,6600
Zambia,ZMB,1992,7278
Zambia,ZMB,1993,4706
Zambia,ZMB,1994,141
Zambia,ZMB,1998,0
Zambia,ZMB,1999,0
Zambia,ZMB,2000,0
Zambia,ZMB,2001,0
Zambia,ZMB,2002,2000
Zambia,ZMB,2003,2000
Zambia,ZMB,2004,2000
Zambia,ZMB,2005,0
Zambia,ZMB,2006,0
Zambia,ZMB,2007,1000
Zambia,ZMB,2008,2000
Zambia,ZMB,2014,0
